정류장명,위도,경도
양지마을건너,35.94566,128.54416
칠성꽃도매시장건너,35.87616,128.6014
무림제지앞2,35.89597,128.58869
대구소방본부앞,35.87782,128.59461
오페라하우스건너,35.88277,128.59263
오페라하우스앞,35.88289,128.59289
베어산업앞,35.91408,128.61353
베어산업건너,35.91431,128.61353
진흔건설기계공업,35.9156,128.61908
혜성정공,35.91585,128.6199
보성서한타운앞,35.93261,128.55836
칠곡화성타운앞2,35.93251,128.55835
함지초등학교건너,35.93612,128.55955
함지초등학교앞,35.93602,128.55947
관음중학교(북편),35.94274,128.54493
관음동행정복지센터앞,35.94481,128.54643
교동초등학교앞,35.94504,128.54856
팔달초등학교,35.8971,128.54371
칠곡경대병원역,35.95979,128.56061
성보교통,35.91746,128.62181
한양산호아파트건너,35.94249,128.55497
매천초교(매천역)2,35.91234,128.54239
칠곡그린파크2,35.94303,128.56372
강북중학교앞,35.93926,128.56572
유통단지회차지,35.90816,128.60613
매천시장지하차도,35.90363,128.54118
북대구초등학교건너,35.90418,128.60946
전기재료관2,35.90396,128.60777
북대구초등학교앞,35.90468,128.61074
산격119안전센터(엑스코),35.90693,128.61497
중소기업관건너,35.90785,128.61675
태왕아너스복현건너,35.90015,128.62007
태왕아너스복현앞,35.90006,128.62018
팔거교,35.95952,128.55576
칠곡경북대병원정문건너,35.9549,128.56421
팔달역2,35.89744,128.54796
도시철도대구역건너,35.8771,128.59878
칠곡경북대병원정문앞,35.95494,128.56442
칠곡그린빌2차건너,35.94267,128.56633
칠곡그린빌6단지건너,35.94487,128.56674
칠곡그린빌6단지앞,35.94494,128.56693
학정청아람1,35.95133,128.57004
무태조야동연경분소2,35.94233,128.61878
유통단지회차지2,35.90732,128.60577
매천대교1,35.89768,128.54203
무태교,35.90259,128.59634
동서변월드메르디앙아파트,35.91925,128.59915
북구어울아트센터앞,35.93351,128.54625
부영5단지,35.93556,128.56227
학정청아람2,35.95445,128.56795
대구칠곡초등학교건너,35.94574,128.55099
칠곡경북대병원건너(50사단),35.95749,128.5663
칠곡청구타운건너,35.92997,128.5613
민들레아파트후문앞,35.9165,128.62907
민들레아파트후문건너,35.91663,128.62905
팔거역3,35.9439,128.55822
팔거역4,35.94384,128.55852
영남네오빌건너,35.94207,128.5599
영남네오빌앞,35.94189,128.5601
칠성고가도로하단,35.88137,128.60145
경북농업기술원건너,35.9569,128.56075
도남지,35.96484,128.58644
대구국제고등학교,35.95471,128.58118
복현성모약국앞,35.89376,128.6197
대구삼성창조캠퍼스2,35.88276,128.59682
대구삼성창조캠퍼스1,35.88241,128.59525
운암지공원2,35.93185,128.56476
칠성시장(양친회신협),35.87801,128.60148
금호지구(종점방향),35.8957,128.51144
금호지구(시내방향),35.89533,128.51264
문주마을앞,35.89815,128.52423
장태실마을건너,35.89483,128.53605
장태실마을앞,35.895,128.53585
문주마을건너,35.89805,128.52468
동침산네거리2,35.8866,128.59956
칠곡경북대병원,35.95746,128.56587
칠곡경북대병원후문앞,35.95612,128.56582
매천화성파크드림,35.90875,128.54442
매천고교,35.91162,128.54671
태전휴먼시아,35.9117,128.54644
매천센트럴파크앞,35.90856,128.54469
농산물도매시장건너,35.90425,128.54231
농산물도매시장앞,35.90421,128.54168
근로복지공단대구병원앞,35.9509,128.56513
학정청아람건너,35.95427,128.56577
학정청아람앞,35.95363,128.5658
근로복지공단대구병원건너,35.95101,128.56531
한라하우젠트,35.94814,128.56474
매천성당건너1,35.90952,128.54218
대구국제사격장,35.91054,128.52528
경대교2,35.88581,128.60305
관음변전소3,35.94184,128.5419
관음변전소4,35.94202,128.54184
매천대교2,35.89595,128.53983
검단동행정복지센터1,35.91275,128.628
검단동행정복지센터2,35.91268,128.62808
태전우방타운1차,35.916,128.54224
태전육교1,35.91993,128.54182
태전육교2,35.92117,128.54166
침산쌍용예가아파트앞,35.89363,128.58971
유니버시아드레포츠센터앞,35.92796,128.59876
도곡교1,35.92855,128.59999
도곡교2,35.92846,128.60004
태전역2,35.9181,128.54782
e편한세상대구금호건너,35.89889,128.5097
e편한세상대구금호앞,35.89956,128.50956
태전교회앞,35.91682,128.55063
태전우방타운3차아파트,35.91739,128.55095
온누리교회,35.92065,128.55136
태전삼성아파트,35.92057,128.5511
금호119안전센터앞,35.89627,128.5218
금호천년나무1단지동편건너,35.8976,128.51713
사수초등학교건너,35.90173,128.51402
사수초등학교앞,35.90157,128.51412
베네딕도수녀원건너,35.897,128.51775
금호119안전센터건너,35.89667,128.52244
매천역1,35.91274,128.54275
매천시장역1,35.90391,128.54546
매천시장역2,35.90377,128.54541
팔달역1,35.89756,128.54783
팔거역1,35.94467,128.55904
팔거역2,35.94482,128.55891
매천대교3,35.89637,128.54114
칠곡운암역1,35.93178,128.55538
칠곡운암역2,35.93192,128.55548
노곡교(하중도)1,35.90054,128.56637
노곡교(하중도)2,35.90048,128.56628
금호서한이다음아파트앞,35.89717,128.51012
금호서한이다음아파트건너,35.89691,128.51176
금호천년나무1단지앞,35.89734,128.51479
금호천년나무1단지건너,35.89715,128.51487
금호지구종점(시내방향),35.89651,128.50963
금호지구종점(종점방향),35.89638,128.5094
금호천년나무1단지동편,35.8988,128.51642
베네딕도수녀원,35.89718,128.5187
칠곡경대병원역건너,35.96016,128.56063
동서변월드메르디앙아파트정문,35.91867,128.59669
만평네거리2,35.89025,128.56223
무태조야동행정복지센터앞3,35.92261,128.59928
신성교,35.87532,128.60806
칠성시장(양친회신협)건너,35.87809,128.6013
조야초등학교앞,35.90896,128.57691
조야초등학교건너,35.90881,128.57685
금호천년나무8단지앞,35.89775,128.50948
복현푸르지오아파트앞,35.89052,128.6267
태전두성3차앞,35.92399,128.54197
태전두성3차건너,35.9236,128.5421
문주마을1,35.9021,128.52663
문주마을2,35.90155,128.5263
협성휴포레강북건너,35.92276,128.55265
협성휴포레강북앞,35.92313,128.55283
국우동현대아파트건너2,35.9491,128.5802
연경3,35.94219,128.61495
연경4,35.94169,128.61453
한라하우젠트건너,35.94838,128.56457
북구 동호동(종점)2,35.96152,128.55852
북구 동호동(종점)1,35.96115,128.55857
연경천년나무1단지앞,35.94174,128.62297
연경천년나무1단지건너,35.94177,128.62175
칠곡경대병원역건너2,35.96059,128.55996
이곡마을건너,35.93588,128.60776
연경동화아이위시앞,35.94026,128.61249
연경동종점1,35.94088,128.62238
연경초등학교앞,35.94517,128.6171
연경초등학교건너,35.94506,128.61715
연경우방아이유쉘앞,35.94442,128.61483
연경금성백조예미지앞,35.9444,128.61501
도덕마을,35.95744,128.61392
연경숲아파트앞,35.94943,128.61634
연경숲아파트건너,35.94953,128.61637
무태조야동연경분소3,35.94243,128.61654
연경대광로제비앙앞,35.94181,128.6157
연경11,35.94568,128.61841
연경12,35.94568,128.61829
대중금속공업고등학교3,35.95377,128.55305
대구보건대학교5,35.92745,128.54748
도남5,35.95495,128.58409
도남6,35.95493,128.58439
도남3,35.95249,128.58352
도남4,35.95251,128.58387
도남1,35.94976,128.58311
도남2,35.94986,128.58346
무태조야동행정복지센터건너3,35.922,128.59966
대구국제고등학교앞,35.95502,128.58219
대구국제고등학교건너,35.9558,128.58247
도남11,35.95162,128.57958
도남12,35.9515,128.57971
도남13,35.95265,128.58184
도남14,35.95267,128.58203
연경동종점2,35.9403,128.62189
대구과학기술고등학교앞,35.85578,128.54775
내당코오롱아파트앞,35.8584,128.54698
내당코오롱아파트건너,35.85827,128.54692
내당광명아파트,35.8605,128.54637
중리광명맨션건너,35.86167,128.54755
중리광명맨션앞,35.86179,128.54743
퀸스로드건너(동편),35.8626,128.54626
퀸스로드앞(동편),35.86243,128.5461
상중이동행정복지센터건너,35.8657,128.54644
상중이동행정복지센터앞,35.86652,128.54634
한국섬유개발연구원건너,35.86762,128.54656
한국섬유개발연구원앞,35.86815,128.54644
중리롯데캐슬앞,35.86895,128.54748
중리시장앞,35.86937,128.54835
서구문화회관건너,35.87116,128.54676
서구문화회관앞,35.87244,128.54665
서구청소년수련관건너,35.87374,128.5469
평리명성아파트앞,35.87627,128.54706
평리명성아파트건너,35.87626,128.54691
서평초등학교건너,35.87881,128.5453
서평초등학교,35.87866,128.54628
서대구역네거리1,35.87867,128.53832
서대구역네거리3,35.8784,128.54118
이현자동차검사소앞,35.87382,128.53865
이현자동차검사소건너,35.8739,128.53899
서대구공단네거리1,35.86929,128.53762
서대구공단네거리2,35.86955,128.538
대구택시협동조합앞,35.86867,128.53521
대구택시협동조합건너,35.86844,128.53518
서대구공단네거리4,35.86859,128.53847
이현지구대앞,35.86893,128.54273
이현지구대건너,35.86878,128.54393
서대구공단네거리3,35.86805,128.53744
평화정공앞,35.86231,128.53733
평화정공건너,35.86254,128.53768
대구의료원건너,35.85875,128.54088
대구의료원앞,35.85882,128.54062
퀸스로드건너,35.86043,128.54478
퀸스로드앞,35.8606,128.54482
죽전그린빌건너,35.85888,128.5329
감삼네거리1,35.855,128.54942
광장타운앞,35.85578,128.5515
광장타운건너,35.85586,128.55272
두류역(달성고등학교앞),35.85707,128.55478
두류역(달성고등학교건너),35.85685,128.55519
내당삼익맨션건너,35.86053,128.5569
내당삼익맨션앞,35.86029,128.55667
평리청구타운건너,35.86457,128.55613
평리청구타운앞,35.86451,128.55599
신평리네거리1,35.8686,128.55539
신평리네거리2,35.86843,128.55514
한국폴리텍VI대구대학건너,35.87193,128.55505
한국폴리텍VI대구대학앞,35.87196,128.55484
서구시장앞,35.87447,128.55508
서구시장건너,35.87439,128.55483
대구교육시설지원센터건너 (대구학생예술창작터건너),35.87733,128.55507
대구교육시설지원센터앞 (대구학생예술창작터앞),35.87748,128.55475
북부정류장건너,35.88602,128.5577
서대구초등학교입구,35.88793,128.55915
비산7동우체국앞2,35.88766,128.55909
비산7동우체국앞1,35.88803,128.55972
비산7동우체국건너,35.88859,128.56025
만평네거리,35.88916,128.56227
원대역2,35.88794,128.57335
팔달시장건너,35.88849,128.5702
팔달시장역,35.88895,128.56688
삼익뉴타운앞,35.86256,128.55002
삼익뉴타운건너,35.86279,128.55097
진달래아파트앞,35.86973,128.55171
진달래아파트건너,35.8701,128.55263
평리광명맨션건너,35.87515,128.55314
평리광명맨션앞,35.87526,128.5531
평리5동행정복지센터건너,35.87441,128.54871
서부고등학교앞,35.87559,128.55873
서부고등학교건너,35.87574,128.55973
평리3동행정복지센터건너,35.87567,128.56202
평리중학교건너,35.87443,128.56301
서구청앞,35.87129,128.55892
서구청건너,35.87101,128.55828
신평리주유소앞,35.86409,128.55858
신평리주유소건너,35.864,128.55867
내당1동우체국건너,35.86546,128.56265
내당1동우체국앞,35.86517,128.56227
평리2동행정복지센터건너,35.86926,128.56322
평리2동행정복지센터앞,35.86911,128.56334
황제맨션앞,35.8639,128.56409
황제맨션건너,35.86305,128.56419
홈플러스내당점앞,35.86123,128.56447
홈플러스내당점건너,35.86087,128.56441
현대해상건너,35.85964,128.56248
반고개1,35.86122,128.56811
새길시장건너,35.86424,128.57129
구)대영학원건너,35.86651,128.57105
구)대영학원앞,35.86781,128.57089
한전서대구지사앞,35.87023,128.57102
한전서대구지사건너,35.87018,128.5711
서부시장앞,35.87428,128.57119
서부시장건너,35.87496,128.57107
대구은행북비산지점건너2,35.87681,128.57136
대구은행북비산지점앞,35.87814,128.57117
비산6동행정복지센터앞,35.876,128.56952
비산6동행정복지센터건너,35.87589,128.56963
평리1동행정복지센터앞,35.87574,128.56519
평리1동행정복지센터건너,35.87583,128.56359
KT서대구지사앞,35.87196,128.56397
달서교회건너,35.87227,128.56866
서도초등학교앞,35.86676,128.56813
서도초등학교건너,35.86672,128.56862
평리광명네거리,35.87566,128.55615
비산지하도1,35.88094,128.572
대구제일고등학교건너,35.87219,128.57359
대구제일고등학교앞,35.87196,128.57397
큰장네거리1,35.87113,128.57824
큰장네거리2,35.87075,128.5785
큰장네거리3,35.87088,128.57867
큰장네거리4,35.87055,128.57887
대구은행평리동지점건너,35.87892,128.55001
대구은행평리동지점앞,35.87879,128.55068
대평리시장,35.87908,128.55842
서대구중학교앞,35.87925,128.55808
대평중학교건너,35.87916,128.56124
대평중학교앞,35.87933,128.56104
비산초등학교건너,35.87953,128.56565
비산초등학교앞,35.87933,128.56516
북비산네거리1,35.87944,128.56908
북비산네거리2,35.87967,128.57001
인동촌시장입구,35.87929,128.57285
인동촌시장건너,35.87913,128.57433
북구청네거리1,35.88563,128.58063
서구제일사회복지관앞,35.8866,128.57828
수정맨션앞,35.88758,128.57015
원대네거리,35.88555,128.57282
비원지구대건너,35.88386,128.57465
비원지구대앞,35.88372,128.57495
달성초등학교앞,35.88206,128.5785
달성초등학교건너,35.88178,128.57898
비산지하도2,35.88078,128.57172
원대시장앞,35.88571,128.57427
원대시장건너,35.8856,128.57403
공단역2,35.89163,128.55375
대구의료원라파엘웰빙센터,35.86002,128.53762
경운초등학교앞,35.86296,128.55304
경운초등학교건너,35.86316,128.55381
새방지하도1,35.86769,128.52975
새방지하도2,35.86774,128.52951
경원고등학교앞,35.86477,128.52583
경원고등학교건너,35.86441,128.52525
KT서대구지사건너,35.87181,128.56413
새길시장앞,35.86317,128.57183
서대구역네거리2,35.87732,128.53946
북부정류장,35.88435,128.5558
상리동입구1,35.88211,128.53213
상리동입구2,35.88208,128.53192
상리동종점,35.88336,128.52989
반고개(내당역4번출구),35.86087,128.56678
대구은행북비산지점건너1,35.87791,128.57139
달서교회앞,35.87202,128.56774
평리중학교앞,35.87435,128.56295
평리네거리3,35.87906,128.55319
상리동종점2,35.88334,128.53023
비산5동행정복지센터,35.88466,128.56982
달서천하수종말처리장앞,35.88305,128.54204
달서천하수종말처리장건너,35.88291,128.54222
서부소방서,35.88215,128.55368
상리동입구,35.87835,128.53593
서도초등학교서편2,35.86661,128.56375
서도초등학교서편1,35.86671,128.56358
열병합발전소건너,35.88257,128.54859
열병합발전소앞,35.88245,128.54857
대구의료원라파엘웰빙센터건너,35.85979,128.53734
상리동종점3,35.88246,128.52817
서대구고속버스터미널,35.8902,128.55759
중리롯데캐슬정문앞,35.86638,128.54971
경덕여고,35.86377,128.55023
중리중학교,35.86342,128.55046
달서초교,35.86702,128.54976
중리시장건너1,35.86853,128.54931
중리시장건너2,35.86837,128.54953
금호화물자동차공영차고지,35.88561,128.5322
인지초등학교입구,35.88439,128.56528
비산웰빙하와이건너,35.87589,128.56706
비산웰빙하와이앞,35.87583,128.56772
위생처리장1,35.88434,128.53408
위생처리장2,35.88327,128.53397
비산초등학교정문,35.87713,128.56311
평리5동행정복지센터앞,35.87425,128.54854
서대구역(남측)1,35.88068,128.54019
서대구역(남측)2,35.88063,128.54013
서대구역(북측),35.88227,128.53982
달서교하부 공영주차장,35.8813,128.53405
상리동입구3,35.8817,128.53275
한국방송통신대학교건너,35.85925,128.49332
한국방송통신대학교앞,35.85936,128.49464
계명문화대학앞,35.85852,128.49183
계명문화대학건너,35.85871,128.49232
계명대학교동문건너1,35.85663,128.49228
성서종합시장앞,35.85561,128.49495
성서종합시장건너,35.85562,128.495
계명대학교동문앞,35.85438,128.49185
계명대학교동문건너2,35.85422,128.49223
계명대역(1번출구),35.85184,128.49014
계명대학교정문앞,35.8526,128.48495
계명대학교정문건너,35.85225,128.48485
계명대역(4번출구),35.85025,128.49222
STX메탈앞,35.8462,128.49177
STX메탈건너,35.84637,128.49222
비철금속협업단지앞,35.84187,128.4922
모다아울렛앞,35.83917,128.49177
성서주공1단지건너,35.85131,128.49495
성서주공1단지앞,35.85173,128.49606
서남시장앞1,35.85341,128.54537
서남시장건너,35.85314,128.54557
대구과학기술고등학교건너,35.85568,128.54762
죽전동 행정복지센터건너,35.85719,128.53722
죽전동 행정복지센터앞,35.85643,128.53753
죽전119안전센터앞,35.85237,128.53743
죽전그린빌앞,35.85872,128.53416
2차서한화성타운앞,35.85891,128.52873
2차서한화성타운건너,35.8587,128.52776
용산2동행정복지센터앞,35.85866,128.52205
성서보성타운2차앞,35.85896,128.51941
성서보성타운2차건너1,35.85878,128.51864
대백한라무지개타운앞,35.85909,128.5133
대백한라무지개타운건너,35.85887,128.51389
성서푸른마을아파트앞,35.85913,128.50957
성서2차서한타운1,35.85895,128.50659
성서동서서한타운건너,35.85917,128.50329
성서동서서한타운앞,35.85905,128.5025
신당동행정복지센터건너,35.85933,128.49896
신당동행정복지센터앞,35.85907,128.49937
와룡시장앞,35.8556,128.49891
성서주공2단지앞,35.85546,128.49903
보성화성타운건너,35.85546,128.5037
보성화성타운앞,35.85554,128.50285
성서우방타운건너,35.85534,128.50588
성서우방타운앞,35.85557,128.50542
성서우체국건너,35.85307,128.50708
성서우체국앞,35.85306,128.50743
성서한샘타운앞,35.85795,128.50746
성서2차서한타운2,35.85782,128.50718
동서화성타운건너,35.8553,128.51127
동서화성타운앞,35.85538,128.51049
조달청앞,35.85522,128.51463
조달청건너,35.85534,128.51445
성지중학교앞,35.85327,128.51539
성지중학교건너,35.85294,128.51557
이곡장미공원건너,35.85765,128.51544
이곡장미공원앞,35.85748,128.51531
영남우방타운1차앞,35.85507,128.51778
영남우방타운1차건너,35.85531,128.51717
성서청구타운건너,35.85575,128.52108
대백창신한라타운건너,35.85182,128.50123
대백창신한라타운앞,35.85209,128.50039
성서산업단지역(2번출구),35.85174,128.50502
성서산업단지역(1번출구),35.85211,128.50528
이곡1동행정복지센터건너,35.85099,128.51071
이곡1동행정복지센터앞,35.85148,128.51023
성서초등학교앞,35.85117,128.51228
성서초등학교건너,35.85058,128.51419
평화타운건너,35.85036,128.51702
보람타운앞,35.85072,128.51827
보람타운건너,35.85013,128.5203
장성초등학교앞,35.84961,128.52283
장성초등학교건너,35.84869,128.52437
용산역(2번출구),35.84873,128.52789
용산역(1번출구),35.84904,128.52727
용산네거리1,35.84929,128.53147
용산네거리2,35.84961,128.53164
죽전네거리1,35.84964,128.53438
죽전네거리2,35.85007,128.53544
구병원앞,35.85165,128.54174
구병원건너,35.85221,128.54204
우방드림시티건너,35.84661,128.53733
달서구치매안심센터건너,35.84263,128.53682
달서구치매안심센터앞,35.8426,128.53723
덕인초등학교앞,35.83945,128.53674
덕인초등학교건너,35.83899,128.53715
본리네거리2,35.83732,128.53801
성서농협본리동지점건너,35.83722,128.54094
본리아카시아맨션,35.83742,128.54212
대구공업대학1,35.83715,128.54557
대구공업대학2,35.83736,128.54586
더샵달서센트럴아파트앞,35.83825,128.54467
더샵달서센트럴아파트건너,35.83837,128.54481
제일여자상업고등학교앞,35.8423,128.54486
제일여자상업고등학교건너,35.84177,128.5447
성당포스코더샵앞,35.84342,128.54822
성당포스코더샵건너,35.84351,128.54728
성당두산위브앞,35.84429,128.54477
성당코오롱하늘채2,35.84444,128.5446
대구광역시교육연수원건너,35.8471,128.54533
대구광역시교육연수원앞,35.8472,128.54513
감삼초등학교건너,35.84908,128.5466
감삼초등학교앞,35.84886,128.54628
두류정수사업소앞,35.85099,128.54789
두류정수사업소건너,35.85142,128.54806
서대구세무서,35.85304,128.54871
성당코오롱하늘채,35.84356,128.54273
성당래미안 e-편한세상앞,35.84341,128.54274
본리초등학교앞,35.84355,128.53925
본리초등학교건너,35.84348,128.53909
남대구IC1,35.83722,128.53434
남대구IC2,35.83743,128.53302
남부자동차종합시장앞,35.8369,128.52308
남부자동차종합시장건너,35.8367,128.52298
경희강재건너,35.83655,128.51661
경희강재앞,35.83633,128.51712
중앙일보건너,35.8359,128.51
대구비지니스센터앞,35.83692,128.50717
대구비지니스센터건너,35.83745,128.50743
금복주건너,35.84176,128.5071
금복주앞,35.84286,128.50741
내일교회건너,35.83888,128.5158
내일교회앞,35.83888,128.51593
성서119안전센터앞,35.8504,128.50715
성서119안전센터건너,35.85048,128.50738
동원비즈플랫폼앞,35.84598,128.50715
동원비즈플랫폼건너,35.84664,128.50742
푸드웰건너,35.83512,128.49917
한국산업인력공단건너,35.83531,128.50529
한국산업인력공단앞,35.83556,128.50448
푸드웰앞,35.83541,128.50054
본리네거리,35.83606,128.53673
학산공원1,35.8344,128.53701
학산공원2,35.83459,128.53724
월성주공5단지앞,35.83215,128.53663
달서구청앞,35.82976,128.53374
달서구청건너,35.82949,128.5339
월성청구코아건너,35.82752,128.5318
월성주공2단지앞,35.82849,128.52771
월성푸르지오앞,35.82765,128.52825
월성2동행정복지센터앞,35.83109,128.52825
월성2동행정복지센터건너,35.83092,128.52763
월성주공4단지건너,35.83131,128.53348
월성주공4단지앞2,35.83138,128.53268
올림픽기념관앞,35.83391,128.54112
올림픽기념관건너,35.83397,128.54099
남부교육지원청건너,35.83385,128.54636
남부교육지원청앞,35.83392,128.5476
대구공업대학건너,35.83632,128.54477
대구공업대학앞,35.83603,128.54462
송현2동행정복지센터건너,35.83249,128.54456
송현여중고교건너,35.83043,128.54451
송현여중고교앞,35.83055,128.54463
송현초등학교건너,35.8269,128.54387
상인화성파크드림건너,35.82246,128.5475
상인화성파크드림앞,35.82246,128.54747
월촌역(6번출구),35.8247,128.54643
월촌역(7번출구),35.82444,128.54595
경북기계공고앞,35.82155,128.54325
경북기계공고건너,35.82099,128.543
도시철도건설본부건너,35.81986,128.54054
도시철도건설본부앞,35.81993,128.54099
영남고등학교앞,35.82122,128.53518
영남고등학교건너,35.81967,128.53682
월성e-편한세상건너,35.82467,128.53131
월성e-편한세상앞,35.82394,128.53173
성모여성병원건너,35.81833,128.53524
성모여성병원앞,35.81827,128.53571
월배역(4번출구),35.81692,128.53181
월배역(3번출구),35.81682,128.53206
월배초등학교건너,35.81512,128.52823
월배시장건너,35.81489,128.52703
월배시장앞,35.81439,128.52591
이마트월배점앞,35.81581,128.5233
이마트월배점건너,35.81568,128.52322
월성1동행정복지센터앞,35.81968,128.52269
월성1동행정복지센터건너,35.81979,128.52263
월성자이앞,35.82086,128.52588
상인자이앞,35.82167,128.52913
아너스월성앞,35.82175,128.52906
보성은하타운앞,35.82401,128.53486
월성영남맨션앞,35.82403,128.53477
달서공고앞,35.8248,128.53824
달서공고건너,35.82502,128.53891
진천역(1번출구),35.81373,128.52183
진천역(2번출구),35.81348,128.52109
유천교(유천치안센터건너),35.81154,128.51694
유천교(유천치안센터앞),35.81153,128.51715
진천청구타운앞,35.81215,128.52504
진천청구타운건너,35.81229,128.52512
진월초등학교건너,35.81009,128.52633
진월초등학교앞,35.81005,128.5264
대곡주공8단지건너,35.80731,128.5305
대곡주공8단지앞,35.80769,128.52926
교대부설초등학교건너,35.80586,128.53151
교대부설초등학교앞,35.80537,128.53177
대곡주공7단지앞,35.80433,128.53368
대곡주공6단지앞,35.80447,128.53356
대곡강산타운건너,35.80515,128.53532
대곡중학교앞,35.80701,128.53327
대곡중학교건너,35.80721,128.53285
대곡사계절타운건너,35.80659,128.53809
대곡사계절타운앞,35.80674,128.53836
대곡주공2단지앞,35.8063,128.54041
대곡주공1단지앞,35.80654,128.54068
기업은행대곡지점앞,35.80841,128.536
기업은행대곡지점건너,35.80807,128.53581
월배중학교건너,35.81467,128.53498
월배중학교앞,35.8139,128.53592
상인삼미타운건너,35.81623,128.53325
상인삼미타운앞,35.81627,128.53328
상인현대맨션건너,35.81762,128.53884
상인초등학교앞,35.81444,128.54178
상인동서타운앞,35.81307,128.54388
보성산호타운앞,35.81196,128.54387
상인역모아엘가파크뷰아파트앞,35.81164,128.54336
대동시장1,35.81137,128.53838
대동시장2,35.81136,128.53773
상인동화아이위시아파트앞,35.81076,128.54596
상인동화아이위시아파트건너,35.81031,128.54676
월곡네거리,35.80884,128.54794
월배농협대덕지점건너,35.8127,128.54544
상인한서타운앞,35.81385,128.54705
상인청구타운건너,35.81594,128.54635
상인청구타운앞,35.81573,128.54641
월촌초등학교앞,35.81555,128.54385
월촌초등학교건너,35.81552,128.54389
감삼네거리2,35.85452,128.54914
국민건강보험공단건너,35.85653,128.55823
국민건강보험공단앞,35.85576,128.5591
이월드(구.우방랜드)정문,35.85432,128.5605
두류도서관앞,35.85341,128.56098
현대해상앞,35.8589,128.56122
반고개2,35.86105,128.56861
서대구시장앞,35.86069,128.57339
서대구시장건너,35.86096,128.57344
성남초등학교앞,35.85315,128.57148
성남초등학교건너,35.85313,128.57139
이월드(구.우방랜드)후문건너,35.85554,128.56797
이월드(구.우방랜드)후문앞,35.85539,128.56817
두류보성맨션앞,35.85801,128.5653
두류보성맨션건너,35.85818,128.56523
장동초등학교앞,35.84363,128.5329
금봉네거리1,35.84337,128.55201
남부초등학교앞2,35.8435,128.54959
금봉네거리2,35.84272,128.55294
대구해올중고교건너,35.83948,128.55278
대구해올중고교앞,35.8394,128.5529
청구그린맨션1차건너,35.8373,128.54955
청구그린맨션1차앞,35.83705,128.54957
서부정류장역2(1번출구),35.83709,128.55533
서부정류장1,35.83754,128.55642
서부정류장역1(1번출구),35.83723,128.55589
한영한마음아동병원건너,35.83413,128.55484
송현제림타운건너,35.83371,128.55096
송현제림타운앞,35.83385,128.55045
송현역(4번출구),35.83259,128.55294
송현역(3번출구),35.83216,128.55275
송현역(1번출구),35.83042,128.55104
송현역(2번출구),35.8292,128.5503
송현1동치안센터건너,35.82835,128.54928
앞산청구제네스앞,35.82701,128.54842
앞산청구제네스건너,35.82667,128.54786
중소기업지원센터,35.83242,128.55536
송현공원건너,35.83031,128.55655
송현공원앞,35.83071,128.55615
장관빌라건너,35.82869,128.55885
장관빌라앞,35.82807,128.55956
달서별빛캠핑장건너,35.82607,128.5561
대덕승마장건너,35.82351,128.55368
대덕승마장앞,35.82307,128.55371
청소년수련원건너,35.82109,128.55186
대서초등학교앞,35.82039,128.5508
청소년수련원앞,35.81976,128.55103
월촌고가교2,35.81475,128.54864
월촌고가교1,35.8151,128.54897
상인제림아파트앞,35.81321,128.54841
상인제림아파트건너,35.81334,128.54857
상인비둘기1단지아파트건너,35.80914,128.55128
상인비둘기1단지아파트앞,35.80937,128.55125
상인은행아파트건너,35.80836,128.55042
보훈병원건너,35.80236,128.55061
보훈병원앞,35.80294,128.55087
상인비둘기2단지아파트앞,35.80846,128.55482
상인장미아파트앞,35.80807,128.55637
앞산궁도장건너,35.82824,128.56089
두류공원네거리1,35.84802,128.56618
두류공원네거리2,35.84785,128.56603
두리봉네거리1,35.83899,128.55843
중앙일보앞,35.83594,128.51249
본리초교네거리1,35.84362,128.53545
본리초교네거리2,35.84346,128.53539
성곡중학교건너,35.86093,128.52146
성곡중학교앞,35.86091,128.5216
용산1동행정복지센터건너,35.85554,128.53045
용산1동행정복지센터앞,35.85504,128.53074
우방죽전타운건너,35.85126,128.53048
우방죽전타운앞1,35.8512,128.53061
세강병원앞,35.83698,128.55222
상인우방아파트,35.81498,128.54136
토지주택공사건너,35.80842,128.5458
토지주택공사앞,35.80812,128.5448
월광수변공원,35.79848,128.54879
장기초록나라앞,35.84487,128.53059
장동초등학교건너,35.8435,128.532
강창역(1번출구),35.85327,128.47709
호산초등학교앞,35.84898,128.47813
수목원삼성래미안1차앞,35.80842,128.518
수목원삼성래미안1차건너,35.80836,128.51877
용산종합큰시장건너,35.85795,128.53048
용산종합큰시장앞,35.85722,128.53066
삼성래미안2차앞,35.80752,128.52358
롯데백화점상인점건너,35.81946,128.53931
희성전자앞,35.84526,128.47816
계명대역(2번출구),35.85169,128.48864
대곡역(한라하우젠트건너),35.80865,128.51273
대곡역(한라하우젠트앞),35.80893,128.51269
삼성래미안2차건너,35.80797,128.52345
은행APT입구,35.80717,128.54959
월성주공4단지앞1,35.83251,128.53126
현대백조아파트앞,35.84123,128.53075
대구전자공업고등학교1,35.84732,128.53065
장기초등학교,35.84482,128.52826
용산2동행정복지센터건너,35.8589,128.52302
영남우방타운2차아파트,35.8559,128.51551
성서푸른마을아파트건너,35.85896,128.50898
모다아울렛건너,35.83877,128.49217
한국산업은행성서지점앞,35.83501,128.49543
우방송현하이츠건너,35.82582,128.5423
우방송현하이츠,35.82561,128.54173
월성청구코아앞,35.82766,128.53173
