,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
1,칠곡에덴,61A㎡,대구시 북구 읍내동 780-5,대구시 북구 칠곡중앙대로105길 8,35.943183,128.549449,80.0,0.0,5.0,5.0,0,0,0.0,,HT001,61.27,54.27,89,3,1,30,계단식,15480.0,61920.0,3096.0,43344.0,0.0,0.0,0.0,30000.0,,,"9,000",,,,대구교동초등학교,공립,113.0,110.0
2,칠곡에덴,63B,대구시 북구 읍내동 780-5,대구시 북구 칠곡중앙대로105길 8,35.943183,128.549449,80.0,0.0,5.0,5.0,0,0,0.0,,HT001,63.97,56.97,89,3,1,40,계단식,15953.0,63811.0,3191.0,44667.0,0.0,0.0,0.0,29500.0,,,"9,000",,"1,000/45","1,000/45",대구교동초등학교,공립,113.0,110.0
0,칠곡우방타운,80㎡,대구시 북구 읍내동 533,대구시 북구 칠곡중앙대로115길 24,35.948401,128.549485,338.0,0.0,20.0,18.0,0,0,338.0,주식회사 우방,HT001,80.49,59.98,75,3,1,118,계단식,23400.0,93600.0,4680.0,65520.0,0.0,0.0,0.0,29500.0,174596,160997,"1억 4,000~1억 5,000",,"1,000/60","1,000/60",대구교동초등학교,공립,113.0,110.0
1,칠곡우방타운,109㎡,대구시 북구 읍내동 533,대구시 북구 칠곡중앙대로115길 24,35.948401,128.549485,338.0,0.0,20.0,18.0,0,0,338.0,주식회사 우방,HT001,109.07,84.93,78,3,2,180,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,30000.0,247223,227967,"1억 8,900~2억 2,000","1억 5,000","1,500/60","1,500/60",대구교동초등학교,공립,113.0,110.0
2,칠곡우방타운,111㎡,대구시 북구 읍내동 533,대구시 북구 칠곡중앙대로115길 24,35.948401,128.549485,338.0,0.0,20.0,18.0,0,0,338.0,주식회사 우방,HT001,111.32,84.92,76,3,2,20,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,30000.0,247194,227941,"1억 8,500~1억 9,000","1억 7,000",,,대구교동초등학교,공립,113.0,110.0
3,칠곡우방타운,135,대구시 북구 읍내동 533,대구시 북구 칠곡중앙대로115길 24,35.948401,128.549485,338.0,0.0,20.0,18.0,0,0,338.0,주식회사 우방,HT001,135.87,84.98,63,3,2,20,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,41000.0,247368,228102,,,,,대구교동초등학교,공립,113.0,110.0
0,칠곡코스모스한양,80㎡,대구시 북구 읍내동 1366-3,대구시 북구 구암로21길 6,35.933268,128.553314,792.0,0.0,15.0,14.0,194,17,621.0,(주)한양,HT001,80.59,59.82,74,3,1,568,계단식,24075.0,96300.0,4815.0,67410.0,0.0,0.0,0.0,29500.0,136268,133191,"1억 3,300~1억 7,500","1억 2,000~1억 4,000","1,000/53~5,000/40","1,000/53~5,000/40",대구대천초등학교,공립,181.0,168.0
1,칠곡코스모스한양,103,대구시 북구 읍내동 1366-3,대구시 북구 구암로21길 6,35.933268,128.553314,792.0,0.0,15.0,14.0,194,17,621.0,(주)한양,HT001,103.15,84.94,82,3,2,224,계단식,44250.0,157050.0,8850.0,103950.0,0.0,0.0,0.0,30000.0,193502,189132,"1억 9,300~2억 3,900",,,,대구대천초등학교,공립,181.0,168.0
0,칠곡한서타운,91㎡,대구시 북구 읍내동 1234-7,대구시 북구 동암로7길 39,35.949138,128.555908,593.0,0.0,15.0,8.0,287,31,637.0,한라주택,HT001,91.99,59.85,65,2,2,270,계단식,23175.0,92700.0,4635.0,64890.0,0.0,0.0,0.0,29500.0,150003,148417,"1억 2,300~1억 7,200","1억 6,000","2,000/50","2,000/50",대구칠곡초등학교,공립,294.0,253.0
1,칠곡한서타운,106,대구시 북구 읍내동 1234-7,대구시 북구 동암로7길 39,35.949138,128.555908,593.0,0.0,15.0,8.0,287,31,637.0,한라주택,HT001,106.99,84.97,79,3,2,323,계단식,34800.0,132480.0,6960.0,90720.0,0.0,0.0,0.0,30000.0,212961,210710,"1억 8,900~2억 3,700","1억 5,000","5,000/60~1억/50","5,000/60~1억/50",대구칠곡초등학교,공립,294.0,253.0
0,칠곡한양공작1차,101㎡,대구시 북구 읍내동 1366-1,대구시 북구 구암로21길 38,35.935942,128.554031,386.0,0.0,15.0,14.0,193,17,513.0,(주)한양,HT001,101.71,83,82,3,2,4,계단식,24975.0,99900.0,4995.0,69930.0,0.0,0.0,0.0,29500.0,165780,175744,,,,,대구대천초등학교,공립,181.0,168.0
1,칠곡한양공작1차,108㎡,대구시 북구 읍내동 1366-1,대구시 북구 구암로21길 38,35.935942,128.554031,386.0,0.0,15.0,14.0,193,17,513.0,(주)한양,HT001,108.88,88.85,82,3,2,116,계단식,39750.0,145350.0,7950.0,97650.0,0.0,0.0,0.0,30000.0,177464,188130,"2억 3,000~2억 5,500","1억 8,000~2억",,,대구대천초등학교,공립,181.0,168.0
2,칠곡한양공작1차,110㎡,대구시 북구 읍내동 1366-1,대구시 북구 구암로21길 38,35.935942,128.554031,386.0,0.0,15.0,14.0,193,17,513.0,(주)한양,HT001,110.74,91.1,82,3,2,7,계단식,29475.0,117900.0,5895.0,82530.0,0.0,0.0,0.0,30000.0,181948,192884,,,,,대구대천초등학교,공립,181.0,168.0
3,칠곡한양공작1차,123㎡,대구시 북구 읍내동 1366-1,대구시 북구 구암로21길 38,35.935942,128.554031,386.0,0.0,15.0,14.0,193,17,513.0,(주)한양,HT001,123.86,101.9,82,4,2,199,계단식,45600.0,160560.0,9120.0,105840.0,0.0,0.0,0.0,41000.0,203518,215750,"2억 3,700~2억 6,000","2억 3,000",,,대구대천초등학교,공립,181.0,168.0
4,칠곡한양공작1차,142㎡,대구시 북구 읍내동 1366-1,대구시 북구 구암로21길 38,35.935942,128.554031,386.0,0.0,15.0,14.0,193,17,513.0,(주)한양,HT001,142.31,119.97,84,3,2,2,계단식,36150.0,135990.0,7230.0,92610.0,0.0,0.0,0.0,42000.0,239608,254009,,,,,대구대천초등학교,공립,181.0,168.0
5,칠곡한양공작1차,159,대구시 북구 읍내동 1366-1,대구시 북구 구암로21길 38,35.935942,128.554031,386.0,0.0,15.0,14.0,193,17,513.0,(주)한양,HT001,159.15,134.16,84,4,2,58,계단식,57750.0,192150.0,11550.0,122850.0,0.0,0.0,0.0,42000.0,267948,284053,"3억 1,500",,,,대구대천초등학교,공립,181.0,168.0
0,학정역효성해링턴플레이스,115B㎡,대구시 북구 읍내동 1449,대구시 북구 관음로 295,35.954554,128.55223,467.0,0.0,25.0,17.0,228,43,620.0,(주)효 성,HT001,115.01,84.79,74,3,2,301,계단식,101850.0,306810.0,20370.0,184590.0,0.0,0.0,0.0,29500.0,187664,191203,"3억 4,000~5억","2억 2,000~3억 2,000","2,000/90~7,000/70","2,000/90~7,000/70",대구교동초등학교,공립,113.0,110.0
1,학정역효성해링턴플레이스,115A,대구시 북구 읍내동 1449,대구시 북구 관음로 295,35.954554,128.55223,467.0,0.0,25.0,17.0,228,43,620.0,(주)효 성,HT001,115.07,84.9,74,3,2,166,계단식,101850.0,306810.0,20370.0,184590.0,0.0,0.0,0.0,30000.0,187906,191450,"3억 5,000~4억 4,800","2억 1,000~3억",,,대구교동초등학교,공립,113.0,110.0
0,현대,95㎡,대구시 북구 읍내동 1351-1,대구시 북구 대천로7길 26,35.939997,128.554203,256.0,0.0,15.0,10.0,200,16,205.0,현대건설(주),HT001,95.5,75.57,79,3,2,43,계단식,25650.0,102600.0,5130.0,71820.0,0.0,0.0,0.0,29500.0,177195,177703,"1억 6,500",,,,대구대천초등학교,공립,181.0,168.0
1,현대,105B㎡,대구시 북구 읍내동 1351-1,대구시 북구 대천로7길 26,35.939997,128.554203,256.0,0.0,15.0,10.0,200,16,205.0,현대건설(주),HT001,105.73,84.95,80,3,2,176,계단식,30300.0,120780.0,6060.0,84420.0,0.0,0.0,0.0,30000.0,199189,199760,"1억 7,000~2억 1,900","1억 4,000~1억 6,500","3,000/60","3,000/60",대구대천초등학교,공립,181.0,168.0
2,현대,107C㎡,대구시 북구 읍내동 1351-1,대구시 북구 대천로7길 26,35.939997,128.554203,256.0,0.0,15.0,10.0,200,16,205.0,현대건설(주),HT001,107.34,84.95,79,3,2,22,계단식,30300.0,120780.0,6060.0,84420.0,0.0,0.0,0.0,41000.0,199189,199760,"1억 8,500~2억",,"1,000/65","1,000/65",대구대천초등학교,공립,181.0,168.0
3,현대,107A,대구시 북구 읍내동 1351-1,대구시 북구 대천로7길 26,35.939997,128.554203,256.0,0.0,15.0,10.0,200,16,205.0,현대건설(주),HT001,107.14,84.78,79,3,2,15,계단식,30300.0,120780.0,6060.0,84420.0,0.0,0.0,0.0,30000.0,198790,199360,"1억 8,000",,,,대구대천초등학교,공립,181.0,168.0
0,광명맨션,185㎡,대구시 북구 칠성동2가 372-1,대구시 북구 칠성로 73,35.879611,128.596997,68.0,0.0,12.0,8.0,0,0,0.0,광명건설,HT001,185.37,149.82,81,4,2,44,계단식,65400.0,212040.0,13080.0,133560.0,0.0,0.0,0.0,26500.0,,,"3억 8,000~3억 9,000","2억 8,000",,,대구옥산초등학교,공립,384.0,367.0
1,광명맨션,201,대구시 북구 칠성동2가 372-1,대구시 북구 칠성로 73,35.879611,128.596997,68.0,0.0,12.0,8.0,0,0,0.0,광명건설,HT001,201.99,163.22,81,5,2,24,계단식,69900.0,223740.0,13980.0,139860.0,0.0,0.0,0.0,28000.0,,,,,"5,000/70","5,000/70",대구옥산초등학교,공립,384.0,367.0
0,대구역SD아이프라임(주상복합),94㎡,대구시 북구 칠성동2가 302-197,대구시 북구 칠성남로30길 40,35.875986,128.59905,80.0,0.0,24.0,24.0,682,79,113.0,(주)문화종합건설,HT001,94.4,72.65,77,3,2,20,계단식,,,,,,,,26500.0,,,,"2억 5,000",,,대구옥산초등학교,공립,384.0,367.0
1,대구역SD아이프라임(주상복합),108A㎡,대구시 북구 칠성동2가 302-197,대구시 북구 칠성남로30길 40,35.875986,128.59905,80.0,0.0,24.0,24.0,682,79,113.0,(주)문화종합건설,HT001,108.41,84.97,78,3,2,20,계단식,,,,,,,,,,,"3억 9,000",,,,대구옥산초등학교,공립,384.0,367.0
2,대구역SD아이프라임(주상복합),108B㎡,대구시 북구 칠성동2가 302-197,대구시 북구 칠성남로30길 40,35.875986,128.59905,80.0,0.0,24.0,24.0,682,79,113.0,(주)문화종합건설,HT001,108.21,84.32,78,3,2,20,계단식,,,,,,,,28000,,,,,,,대구옥산초등학교,공립,384.0,367.0
3,대구역SD아이프라임(주상복합),108C,대구시 북구 칠성동2가 302-197,대구시 북구 칠성남로30길 40,35.875986,128.59905,80.0,0.0,24.0,24.0,682,79,113.0,(주)문화종합건설,HT001,108.03,84.52,78,3,2,20,계단식,,,,,,,,,,,,,,,대구옥산초등학교,공립,384.0,367.0
0,대구역서원프레시빌(주상복합),69,대구시 북구 칠성동2가 302-105,대구시 북구 칠성남로 176,35.876577,128.599541,168.0,0.0,24.0,24.0,430,33,189.0,서원,HT001,69.67,49.51,71,2,1,168,계단식,38850.0,143010.0,7770.0,96390.0,0.0,0.0,0.0,26500.0,165100,164682,"1억 8,500~2억 4,000","1억 6,000~2억","1,000/80~1억/40","1,000/80~1억/40",대구옥산초등학교,공립,384.0,367.0
0,대구역서희스타힐스,79A㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.41,59.87,75,3,2,60,계단식,,,,,,,,28000.0,133315,139274,"2억 7,500~3억 4,500","2억~2억 3,000","2,000/85","2,000/85",대구옥산초등학교,공립,384.0,367.0
1,대구역서희스타힐스,79L1㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.41,59.87,75,3,1,56,계단식,,,,,,,,,133315,139274,"3억 2,000",2억,,,대구옥산초등학교,공립,384.0,367.0
2,대구역서희스타힐스,79B㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.49,59.93,75,3,2,45,계단식,,,,,,,,,133448,139413,"2억 8,500~3억 6,000",,,,대구옥산초등학교,공립,384.0,367.0
3,대구역서희스타힐스,79B1㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.46,59.91,75,3,2,45,계단식,,,,,,,,,133404,139367,"2억 8,500~3억 9,000",,,,대구옥산초등학교,공립,384.0,367.0
4,대구역서희스타힐스,79C㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.38,59.85,75,3,2,45,계단식,,,,,,,,,133270,139228,"2억 7,000~3억 1,000","1억 7,000~2억","2,000/80","2,000/80",대구옥산초등학교,공립,384.0,367.0
5,대구역서희스타힐스,79L2㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.49,59.93,75,3,1,21,계단식,,,,,,,,,133448,139413,,,,,대구옥산초등학교,공립,384.0,367.0
6,대구역서희스타힐스,79L4㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.38,59.85,75,3,1,21,계단식,,,,,,,,,133270,139228,,2억,,,대구옥산초등학교,공립,384.0,367.0
7,대구역서희스타힐스,79L3㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,79.46,59.91,75,3,1,19,계단식,,,,,,,,,133404,139367,,,,,대구옥산초등학교,공립,384.0,367.0
8,대구역서희스타힐스,99B㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,99.05,74.68,75,3,2,98,계단식,,,,,,,,,166293,173726,"3억 1,000~4억 2,000","2억~2억 5,000","3,000/90","3,000/90",대구옥산초등학교,공립,384.0,367.0
9,대구역서희스타힐스,99A㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,99.38,74.93,75,3,2,90,계단식,,,,,,,,,166849,174308,"3억 1,500~3억 8,000","2억~2억 1,000","1,000/80~2,000/90","1,000/80~2,000/90",대구옥산초등학교,공립,384.0,367.0
10,대구역서희스타힐스,112C㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,112.06,84.49,75,3,2,246,계단식,,,,,,,,,188137,196547,"3억 6,000~4억 5,000","2억~2억 4,000","2,000/95~3,000/100","2,000/95~3,000/100",대구옥산초등학교,공립,384.0,367.0
11,대구역서희스타힐스,112B㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,112.53,84.84,75,3,2,230,계단식,,,,,,,,,188916,197361,"3억 3,500~4억 3,000",2억~3억,"2,000/95~5,000/90","2,000/95~5,000/90",대구옥산초등학교,공립,384.0,367.0
12,대구역서희스타힐스,112A㎡,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,112.53,84.84,75,3,2,150,계단식,,,,,,,,,188916,197361,"3억 4,000~4억 8,000","2억 2,000~2억 3,000",,,대구옥산초등학교,공립,384.0,367.0
13,대구역서희스타힐스,153A,대구시 북구 칠성동2가 715,대구시 북구 칠성남로 101,35.879539,128.591514,1250.0,0.0,25.0,11.0,243,20,1613.0,건설공제조합외 1,HT001,153.83,115.98,75,4,2,124,계단식,,,,,,,,26500,258257,269801,"5억 1,500~6억 3,000","3억 9,000~4억 5,000",,,대구옥산초등학교,공립,384.0,367.0
0,대구역유림노르웨이숲(주상복합),87A㎡,대구시 북구 칠성동2가 736,대구시 북구 칠성남로26길 11,35.877271,128.592964,296.0,0.0,33.0,27.0,693,76,348.0,(주)유림 E&C,HT001,87.37,59.86,69,3,2,56,계단식,,,,,,,,26500.0,106548,97601,"3억~3억 4,000",,"1,000/90~2,000/85","1,000/90~2,000/85",대구종로초등학교,공립,50.0,53.0
1,대구역유림노르웨이숲(주상복합),116A㎡,대구시 북구 칠성동2가 736,대구시 북구 칠성남로26길 11,35.877271,128.592964,296.0,0.0,33.0,27.0,693,76,348.0,(주)유림 E&C,HT001,116.39,84.92,73,3,2,120,계단식,,,,,,,,,151144,138452,"3억 5,000~5억","2억 3,000~2억 5,000","2,000/100~5,000/110","2,000/100~5,000/110",대구종로초등학교,공립,50.0,53.0
2,대구역유림노르웨이숲(주상복합),116B,대구시 북구 칠성동2가 736,대구시 북구 칠성남로26길 11,35.877271,128.592964,296.0,0.0,33.0,27.0,693,76,348.0,(주)유림 E&C,HT001,116.2,84.91,73,3,2,120,계단식,,,,,,,,28000,151134,138444,"3억 5,000~4억 7,000","2억 8,000","2,000/100~3,000/120","2,000/100~3,000/120",대구종로초등학교,공립,50.0,53.0
0,대구역한라하우젠트센텀(주상복합),112A㎡,대구시 북구 칠성동2가 738,대구시 북구 칠성남로 100,35.878255,128.591621,256.0,0.0,36.0,35.0,675,70,333.0,(주)한라공영,HT001,112.31,84.3,75,3,2,128,계단식,,,,,,,,26500.0,,,"3억 6,500~4억 2,000","2억~3억 6,000","2,000/125~2억/30","2,000/125~2억/30",대구종로초등학교,공립,50.0,53.0
1,대구역한라하우젠트센텀(주상복합),113B,대구시 북구 칠성동2가 738,대구시 북구 칠성남로 100,35.878255,128.591621,256.0,0.0,36.0,35.0,675,70,333.0,(주)한라공영,HT001,113.52,84.94,75,3,2,128,계단식,,,,,,,,28000.0,,,"3억 6,000~5억","2억 7,000~3억","2,000/130~2억/30","2,000/130~2억/30",대구종로초등학교,공립,50.0,53.0
0,대성,52A㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,52.72,45,85,2,1,8,계단식,32460.0,84396.0,6492.0,45444.0,0.0,0.0,0.0,26500.0,,,,,,,대구옥산초등학교,공립,384.0,367.0
1,대성,52B㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,52.58,44.88,85,2,1,1,계단식,32400.0,84240.0,6480.0,45360.0,0.0,0.0,0.0,28000.0,,,,,,,대구옥산초등학교,공립,384.0,367.0
2,대성,55㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,55.82,47.64,85,2,1,2,계단식,34380.0,89388.0,6876.0,48132.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
3,대성,61B㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,61.97,52.89,85,2,1,5,계단식,38160.0,99216.0,7632.0,53424.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
4,대성,62A㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,62.78,50.4,80,2,1,4,계단식,34560.0,89856.0,6912.0,48384.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
5,대성,73㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,73.22,62.49,85,3,1,1,계단식,44940.0,116844.0,8988.0,62916.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
6,대성,74㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,74.68,67.87,91,3,1,1,계단식,48960.0,127296.0,9792.0,68544.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
7,대성,79A㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,79.41,67.5,85,3,1,4,계단식,47760.0,124176.0,9552.0,66864.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
8,대성,79B㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,79.27,67.38,85,3,1,1,계단식,47760.0,124176.0,9552.0,66864.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
9,대성,82A㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,82.52,70.14,85,3,2,2,계단식,49740.0,129324.0,9948.0,69636.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
10,대성,82B㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,82.63,70.52,85,3,2,1,계단식,49740.0,129324.0,9948.0,69636.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
11,대성,82C㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,82.96,70.52,85,3,2,1,계단식,49740.0,129324.0,9948.0,69636.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
12,대성,83D㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,83.93,67.38,80,3,2,1,계단식,45720.0,118872.0,9144.0,64008.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
13,대성,84E㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,84.08,67.5,80,3,2,2,계단식,45360.0,117936.0,9072.0,63504.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
14,대성,88A㎡,대구시 북구 칠성동2가 302-95,대구시 북구 공평로 135,35.876177,128.600878,49.0,0.0,5.0,2.0,0,0,0.0,,HT001,88.12,75.2,85,3,2,1,계단식,53280.0,138528.0,10656.0,74592.0,0.0,0.0,0.0,,,,,,,,대구옥산초등학교,공립,384.0,367.0
